RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,_complaint_datetime,address_norm,elevator_complaint_flag,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,example_raw_address,conveyance_active_record_count,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_descriptions,conveyance_active_flag,conveyance_no_cert_record_count,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_descriptions,conveyance_no_cert_flag,sfd_rescue_at_address_flag
009408-18CP,Complaint,Request,Emergency,Broken elevator and broken heater,2018 Oct 04 12:00:00 AM,2018 Oct 10 12:00:00 AM,Completed,Completed,204 3RD AVE S,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009408-18CP,47.60072025,-122.32990631,"(47.60072025, -122.32990631)",10,2018,4,10.0,2018.0,4.0,False,False,6.0,1.0,True,False,False,False,2018-10-04,204 3RD AVE S,True,13,2021-03-09,2025-12-13,204 3rd Ave S,1,1994-04-21,1994-04-21,EQP-CY-04642,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6407",Active,,True,0,,,,,,,,False,True
013546-24CP,Complaint,Request,Emergency,"The water boiler must be going out again, as the heat is barely sorking, and unable to access building without the assistance of another residence asanagemnet has given my key fob that I paid for, and accidentally dropped down the elevator shaft to another tenant, single, disabled, parent/student, and African American the other tenants is also disabled and single, but Caucasian. Also the smoke detectors they checked for the 2nd time since residing here, but former management and current managem",2024 Dec 05 12:00:00 AM,,,Closed,212 ALASKAN WAY S,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013546-24CP,47.60039051,-122.33518102,"(47.60039051, -122.33518102)",12,2024,4,,,,True,True,,1.0,True,False,False,False,2024-12-05,212 ALASKAN WAY S,True,6,2022-06-17,2023-05-16,212 Alaskan Way S,0,,,,,,,,False,2,2004-05-12,2004-05-12,EQP-CY-06214 | EQP-CY-06213,Conveyance Equipment Certification,"Accessibility Lift (vertical included), City # 8444 | 1P - Hydraulic Elevator, City # 8441",Operating Without Certificate,front door code #0901,True,True
1059918-VI,Notice of Violation,Case,Emergency,Per inspection on 12/05/24 common area elevator not working.,2024 Dec 05 12:00:00 AM,,,Completed,1619 E John ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1059918-VI,47.61951439,-122.31067139,"(47.61951439, -122.31067139)",12,2024,4,,,,True,True,,3.0,False,True,False,False,2024-12-05,1619 E JOHN ST,True,5,2019-12-14,2025-01-22,1619 E John St,1,2019-12-06,2019-12-06,EQP-CY-10002,Conveyance Equipment Certification,"P1 - Roped Hydraulic Elevator, City # 12903",Active,CONVEYANCE: WHITWORTH APARTMENTS#P1 ; #12903,True,0,,,,,,,,False,True
004569-25CP,Complaint,Request,Emergency,No heat. Leak in bathroom sink. Brown water coming from wall by the shower head. Unsanitary conditions. Elevator consistently goes out. Mgmt not fixing issues. Tenant not being compensated. What are rights?Reference POTA 004568-25,2025 Apr 21 12:00:00 AM,,,Completed,800 SENECA ST,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004569-25CP,47.60967965,-122.32978562,"(47.60967965, -122.32978562)",4,2025,2,,,,True,True,,7.0,True,False,False,False,2025-04-21,800 SENECA ST,True,21,2020-01-19,2026-01-19,800 Seneca St,3,2015-04-08,2015-04-09,EQP-CY-08148 | EQP-CY-08147 | EQP-CY-08144,Conveyance Equipment Certification,"C - Cabled Elevator, City # 11363 | B - Cabled Elevator, City # 11362 | A - Cabled Elevator, City # 11361",Active,,True,0,,,,,,,,False,True
008902-25CP,Complaint,Request,Emergency,"Tenant has no water in unit due to some kind of leak. No ventilation in hallway, it's humid and the air quality is bad. Tenant had an asthma attack. Elevator is down off and on. Mgmt. showing no concern or accountability for issues. Would like an Inspection and to know rights as there are several issues happening that make unit unhabitable.",2025 Jul 16 12:00:00 AM,,,Completed,120 10TH AVE E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008902-25CP,47.61946586,-122.31911396,"(47.61946586, -122.31911396)",7,2025,3,,,,True,True,,3.0,True,False,False,False,2025-07-16,120 10TH AVE E,True,7,2021-09-26,2025-07-23,120 10th Ave E,1,2018-03-14,2018-03-14,EQP-CY-08965,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12331",Active,,True,0,,,,,,,,False,True
014981-25CP,Complaint,Request,Emergency,My heat is not working in my apartment unit. I have notified management and it has been over 24 hours and the issue is still not resolved. The elevator has also not had an inspection in years.,2025 Nov 25 12:00:00 AM,2025 Nov 26 12:00:00 AM,Completed-Virtual,Completed,306 6th AVE S,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014981-25CP,47.59968672,-122.32601374,"(47.59968672, -122.32601374)",11,2025,4,11.0,2025.0,4.0,False,False,1.0,2.0,True,False,False,False,2025-11-25,306 6TH AVE S,True,2,2021-05-24,2024-12-31,306 6th Ave S,0,,,,,,,,False,1,1994-10-20,1994-10-20,EQP-CY-04714,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6447",Operating Without Certificate,,True,True
1062115-VI,Notice of Violation,Case,Emergency,My heat is not working in my apartment unit. I have notified management and it has been over 24 hours and the issue is still not resolved. The elevator has also not had an inspection in years.,2025 Nov 26 12:00:00 AM,2025 Dec 04 12:00:00 AM,Compliance Achieved,Completed,306 6th AVE S,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1062115-VI,47.59968672,-122.32601374,"(47.59968672, -122.32601374)",11,2025,4,12.0,2025.0,4.0,False,False,8.0,2.0,False,True,False,False,2025-11-26,306 6TH AVE S,True,2,2021-05-24,2024-12-31,306 6th Ave S,0,,,,,,,,False,1,1994-10-20,1994-10-20,EQP-CY-04714,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6447",Operating Without Certificate,,True,True
001683-24CP,Complaint,Request,"Emergency , LandLord/Tenant","Water pipe damage in apartment, elevators not working, entering without notice, given eviction notice.",2024 Feb 12 12:00:00 AM,,,Completed,1819 23RD AVE,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001683-24CP,47.61803508,-122.30293035,"(47.61803508, -122.30293035)",2,2024,1,,,,True,True,,3.0,True,False,False,False,2024-02-12,1819 23RD AVE,True,10,2021-10-05,2026-01-20,1819 23rd Ave,5,2004-12-21,2004-12-21,EQP-CY-06335 | EQP-CY-06334 | EQP-CY-06333 | EQP-CY-06332 | EQP-CY-06331,Conveyance Equipment Certification,"5 - Cabled Elevator, City # 8479 | 4 - Cabled Elevator, City # 8478 | 3 - Cabled Elevator, City # 8477 | 2 - Cabled Elevator, City # 8476 | 1 - Cabled Elevator, City # 8475",Active,,True,1,2005-04-08,2005-04-08,EQP-CY-06367,Conveyance Equipment Certification,"HL - Accessibility Lift (vertical included), City # 8527",Operating Without Certificate,,True,True
004806-24CP,Complaint,Request,"Emergency , LandLord/Tenant","Landlord gave improper notice for rent increase. Egress and ingress issues in bedrooms, elevators aren't working.",2024 May 07 12:00:00 AM,,,Closed,50 UNIVERSITY ST,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004806-24CP,47.60649933,-122.33996735,"(47.60649933, -122.33996735)",5,2024,2,,,,True,True,,7.0,True,False,False,False,2024-05-07,50 UNIVERSITY ST,True,11,2020-02-01,2024-07-07,50 University St,3,2017-01-24,2017-01-24,EQP-CY-08647 | EQP-CY-08648 | EQP-CY-08646,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11905 | VPL-1 - Accessibility Lift (vertical included), City # 12140 | 1-P - Cabled Elevator, City # 11904",Active,,True,0,,,,,,,,False,True
008756-24CP,Complaint,Request,"Emergency , LandLord/Tenant","Freight elevator isn't working, tenant is trying to move. Regular elevator is not working 100%. Received a Rent increase, is charging tenant additional money i fnot able to move and get all personal belongings out of unit. Tenant says can't do that with the elevators not working. What are rights?",2024 Aug 02 12:00:00 AM,,,Under Investigation,3621 33RD AVE S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008756-24CP,47.57101762,-122.29132025,"(47.57101762, -122.29132025)",8,2024,3,,,,True,True,,2.0,True,False,False,False,2024-08-02,3621 33RD AVE S,True,21,2022-08-08,2025-12-28,3621 33rd Ave S,1,2004-12-14,2004-12-14,EQP-CY-06322,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 8455",Active,,True,1,2004-12-14,2004-12-14,EQP-CY-06321,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8454",Operating Without Certificate,,True,True
004245-25CP,Complaint,Request,"Emergency , LandLord/Tenant",The landlord is ignoring to fix the elevator and forcing us to move from our apartment by increasing the rent by $600. We live in 3rd floor and with our health and financial situation it is hard to use the stairs to move out .alege1974@gmail.comReference 003418-25,2025 Apr 15 12:00:00 AM,,,Open Duplicate,12748 GREENWOOD AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004245-25CP,47.72297084,-122.35521593,"(47.72297084, -122.35521593)",4,2025,2,,,,True,True,,5.0,True,False,False,False,2025-04-15,12748 GREENWOOD AVE N,True,7,2022-09-21,2023-02-20,12748 Greenwood Ave N,1,1989-10-27,1989-10-27,EQP-CY-01875,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2893",Active,WALLACE MANOR - CONV,True,0,,,,,,,,False,True
004568-25CP,Complaint,Request,"Emergency , LandLord/Tenant",No heat. Leak in bathroom sink. Brown water coming from wall by the shower head. Unsanitary conditions. Elevator consistently goes out. Mgmt not fixing issues. Tenant not being compensated. What are rights?,2025 Apr 21 12:00:00 AM,,,Closed,800 SENECA ST,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004568-25CP,47.60967965,-122.32978562,"(47.60967965, -122.32978562)",4,2025,2,,,,True,True,,7.0,True,False,False,False,2025-04-21,800 SENECA ST,True,21,2020-01-19,2026-01-19,800 Seneca St,3,2015-04-08,2015-04-09,EQP-CY-08148 | EQP-CY-08147 | EQP-CY-08144,Conveyance Equipment Certification,"C - Cabled Elevator, City # 11363 | B - Cabled Elevator, City # 11362 | A - Cabled Elevator, City # 11361",Active,,True,0,,,,,,,,False,True
009188-25CP,Complaint,Request,"Emergency , LandLord/Tenant","So far, my landlord refuses to return the deposit and lease payments for the unit.High level of ammonia in the unit and the building.moved in 07/16/2025 I moved out on 07/17/2025The entry hallway (lobby) and the elevator have the same odor.I spoke to the manager on 07/17/2025, who denied the presence of ammonia and said that this smell is a norm for houses.  I am reporting it because ammonia is hazardous, highly toxic, and exposure to it can be fatal.",2025 Jul 18 12:00:00 AM,,,Completed,14040 15TH AVE NE,98125.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009188-25CP,47.73192292,-122.31188557,"(47.73192292, -122.31188557)",7,2025,3,,,,True,True,,5.0,True,False,False,False,2025-07-18,14040 15TH AVE NE,True,2,2024-10-20,2024-11-21,14040 15th Ave Ne,0,,,,,,,,False,0,,,,,,,,False,True
009392-25CP,Complaint,Request,"Emergency , LandLord/Tenant","Tenant wants to move out, wants to know rights on breaking lease early and paying future rent. 7/28 UPDATE: Complainant called to say landlord raised rent didn't give 6month notice. Under new Mgmt. Elevator has been down for 2months",2025 Jul 24 12:00:00 AM,,,Completed,2840 EASTLAKE AVE E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009392-25CP,47.6467683,-122.32457935,"(47.6467683, -122.32457935)",7,2025,3,,,,True,True,,3.0,True,False,False,False,2025-07-24,2840 EASTLAKE AVE E,True,1,2025-08-22,2025-08-22,2840 Eastlake Ave E,0,,,,,,,,False,1,1989-07-18,1989-07-18,EQP-CY-01236,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2379",Operating Without Certificate,,True,True
009676-25CP,Complaint,Request,"Emergency , LandLord/Tenant","Under new Mgmt. Raised rent didn't give tenant 6month notice, been paying rent for months. In the process of moving. Elevator is down been out for 2months.",2025 Jul 29 12:00:00 AM,,,Completed,2840 EASTLAKE AVE E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009676-25CP,47.6467683,-122.32457935,"(47.6467683, -122.32457935)",7,2025,3,,,,True,True,,3.0,True,False,False,False,2025-07-29,2840 EASTLAKE AVE E,True,1,2025-08-22,2025-08-22,2840 Eastlake Ave E,0,,,,,,,,False,1,1989-07-18,1989-07-18,EQP-CY-01236,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2379",Operating Without Certificate,,True,True
015604-25CP,Complaint,Request,"Emergency , LandLord/Tenant","Apartment Lockout.The apartment is 31 stories, the stairwell is locked in a way that lets you always exit but never enter. They have announced that elevators will be unavailable due to maintenance on Monday, December 15 from 11:00 PM to 4:00 AM. They will not unlock the stairwell for entry during that time.On the posted paper notice in the lobby, it specifically says there will be no way to enter your apartment (no access upstairs) during that time window. Therefore, if someone is requi",2025 Dec 13 12:00:00 AM,,,Closed,707 Terry AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=015604-25CP,47.60690037,-122.32488069,"(47.60690037, -122.32488069)",12,2025,4,,,,True,True,,3.0,True,False,False,False,2025-12-13,707 TERRY AVE,True,6,2024-08-10,2026-01-01,707 Terry Ave,7,2025-12-10,2025-12-10,EQP-CY-11194 | EQP-CY-11193 | EQP-CY-11192 | EQP-CY-11191 | EQP-CY-11190 | EQP-CY-11188 | EQP-CY-11186,Conveyance Equipment Certification,"L - Cabled Elevator, City # 13949 | K - Cabled Elevator, City # 13948 | G - Cabled Elevator, City # 13404 | F - Cabled Elevator, City # 13403 | E - Cabled Elevator, City # 13402 | C - Cabled Elevator, City # 13400 | A - Cabled Elevator, City # 13398",Active,MUSEUM HOUSE - 707 TERRY - Convey,True,0,,,,,,,,False,True
005903-17CP,Complaint,Request,LandLord/Tenant,"The only elevator in the entire complex has been out of order since before Nov 2015. Several tenants in the complex are physically handicapped and/or elderly. MGMT has not taken any steps to make repairs (sign says ""elevator will be closed until further notice""). Futhermore, the complainant is a tenant with a pending rent increase. Existing rent is $840/month - will increase to $890/month, effective 10/1/17.***Rent increase - see HOUSING SR 73215***",2017 Aug 16 12:00:00 AM,,,Completed,8630 RAINIER AVE S,98118.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005903-17CP,47.52538624,-122.26960313,"(47.52538624, -122.26960313)",8,2017,3,,,,True,True,,2.0,True,False,False,False,2017-08-16,8630 RAINIER AVE S,True,0,,,,0,,,,,,,,False,1,1990-08-20,1990-08-20,EQP-CY-03996,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2485",Operating Without Certificate,,True,False
008117-17CP,Complaint,Request,LandLord/Tenant,"Elevators are not working, been down about 3-4days. Toxic mold in bldg on all floors, not upkeeping bldg. Locks don't work frequently, tenants are left outside to wait for maintenance. Slumlord. Threatening to evict, raise the rent and not renew lease.Transferred to SA",2017 Nov 17 12:00:00 AM,,,Completed,12528 35TH AVE NE,98125.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008117-17CP,47.72008906,-122.29032414,"(47.72008906, -122.29032414)",11,2017,4,,,,True,True,,5.0,True,False,False,False,2017-11-17,12528 35TH AVE NE,True,0,,,,0,,,,,,,,False,0,,,,,,,,False,False
005681-18CP,Complaint,Request,LandLord/Tenant,Housing & POTA--per phone call--landlord is changing and adding rules not agreed to in lease.  Not responding to tenant requests and complaints. Feels she is being harassed by management. Heavy furniture is being stacked in elevator lobby which is a safety issue. Burglaries increased with new management. Complainant and her 5 year old were trapped in the parking garage.  There is an electronic system and door automatically locks. Fire Department had to be called,2018 Jun 20 12:00:00 AM,2018 Jun 25 12:00:00 AM,Completed,Closed,414 NE Ravenna BLVD,98115.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005681-18CP,47.67864785,-122.32398856,"(47.67864785, -122.32398856)",6,2018,2,6.0,2018.0,2.0,False,False,5.0,6.0,True,False,False,False,2018-06-20,414 NE RAVENNA BLVD,True,2,2019-12-14,2020-02-18,414 Ne Ravenna Blvd,1,2017-03-08,2017-03-08,EQP-CY-08676,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 11496",Active,HELENE - CONV,True,0,,,,,,,,False,True
009636-18CP,Complaint,Request,LandLord/Tenant,1. HBMC - elevator not working since 9/29/18. Lease ended at end of September 2018. Unable to move large furniture from unit with not working elevator.2. POTA - What are my tenant rights?,2018 Oct 12 12:00:00 AM,2018 Oct 31 12:00:00 AM,Completed,Completed,600 9TH AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009636-18CP,47.60583245,-122.32470373,"(47.60583245, -122.32470373)",10,2018,4,10.0,2018.0,4.0,False,False,19.0,3.0,True,False,False,False,2018-10-12,600 9TH AVE,True,1,2025-07-04,2025-07-04,600 9th Ave,0,,,,,,,,False,1,1989-08-17,1989-08-17,EQP-CY-01336,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2484",Operating Without Certificate,,True,True
001469-18CP,Complaint,Request,LandLord/Tenant,"Prohibited Acts - property manager has locked tenant out of elevator and other common area spaces. Tenant has received 10 pay or vacate notices in the past. As of this month, there is a default judgement against tenant, who has agreed to move out by 1/29/17. Tenant is currently working with the Housing Justice Project.",2018 Jan 24 12:00:00 AM,,,Completed,5019 ROOSEVELT WAY NE,98105.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001469-18CP,47.66554497,-122.31787756,"(47.66554497, -122.31787756)",1,2018,1,,,,True,True,,4.0,True,False,False,False,2018-01-24,5019 ROOSEVELT WAY NE,True,1,2021-08-03,2021-08-03,5019 Roosevelt Way Ne,1,2016-06-02,2016-06-02,EQP-CY-08470,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11850",Active,The Marion West - CONV,True,0,,,,,,,,False,True
001482-18CP,Complaint,Request,LandLord/Tenant,"PER PHONE COMPLAINT/REQUEST: TRAO Applies for Permit #6601176Complainant instructed to call for next step of permitting process.Project is a 44 unit Seattle Housing Authority (SHA) subsidized senior building. They will build an elevator, add a foyer and remodel all units on a rotation.During unit remodel, no tenants will be displaced. There are four (4) vacant units that are scheduled to be remodeled first. After remodel a Case Manager will assist tenants to pack and move into those units. Then",2018 Jan 25 12:00:00 AM,,,Completed,5033 37TH AVE S,98118.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001482-18CP,47.55609173,-122.28652239,"(47.55609173, -122.28652239)",1,2018,1,,,,True,True,,2.0,True,False,False,False,2018-01-25,5033 37TH AVE S,True,0,,,,1,2020-02-04,2020-02-04,EQP-CY-10061,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 12987",Active,Conveyance: The Lilac Lodge,True,0,,,,,,,,False,False
002632-18CP,Complaint,Request,LandLord/Tenant,"Elevator in building doesn't work, hasn't worked in 3yrs.  Front gate to enter building doesn't work either. Landlord keeps raising the rent, will be raising again in April, would like to know rights",2018 Mar 09 12:00:00 AM,,,Completed,8630 RAINIER AVE S,98118.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002632-18CP,47.52538624,-122.26960313,"(47.52538624, -122.26960313)",3,2018,1,,,,True,True,,2.0,True,False,False,False,2018-03-09,8630 RAINIER AVE S,True,0,,,,0,,,,,,,,False,1,1990-08-20,1990-08-20,EQP-CY-03996,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2485",Operating Without Certificate,,True,False
002889-18CP,Complaint,Request,LandLord/Tenant,"Tenant lives on 5th floor, uses walker and has to move because elevators will be down 4-5 months. 80 years old and no funding.",2018 Mar 21 12:00:00 AM,,,Completed,1200 BOYLSTON AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002889-18CP,47.61249609,-122.32304057,"(47.61249609, -122.32304057)",3,2018,1,,,,True,True,,3.0,True,False,False,False,2018-03-21,1200 BOYLSTON AVE,True,0,,,,1,1989-03-16,1989-03-16,EQP-CY-00516,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2473",Active,,True,0,,,,,,,,False,False
003715-18CP,Complaint,Request,LandLord/Tenant,"PER PHONE CALL: Landlord promised copy of lease  on 2/15. She has asked for copy 3 times.  They switched property management and she is now trying to get out of her lease. The elevator malfunctions, as well as the entry way door.  Laundry machines don't work either.  What are her rights and options?",2018 Apr 24 12:00:00 AM,,,Closed,1113 E JOHN ST,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003715-18CP,47.61974247,-122.31751134,"(47.61974247, -122.31751134)",4,2018,2,,,,True,True,,3.0,True,False,False,False,2018-04-24,1113 E JOHN ST,True,1,2024-01-12,2024-01-12,1113 E John St,0,,,,,,,,False,1,2015-11-10,2015-11-10,EQP-CY-08325,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11705",Operating Without Certificate,LIV EAST JOHN - CONV,True,True
007542-19CP,Complaint,Request,LandLord/Tenant,HOUSING & POTA--per inspector/email--Elevator has gone out of service  more than a dozen times over the last couple months.  Management unresponsive to tenant complaints.  Many occupants have disabilities making them dependent on elevator.  Management refuses to offer alternative housing to those most impacted when elevator out of service for weeks at a time,2019 Aug 04 12:00:00 AM,,,Completed,109 23RD AVE E,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007542-19CP,47.6197127,-122.30288368,"(47.6197127, -122.30288368)",8,2019,3,,,,True,True,,3.0,True,False,False,False,2019-08-04,109 23RD AVE E,True,5,2021-03-11,2025-07-14,109 23rd Ave E,1,1989-06-14,1989-06-14,EQP-CY-00883,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3162",Active,,True,0,,,,,,,,False,True
007568-19CP,Complaint,Request,LandLord/Tenant,"Duplicate POTA & HOUSING--per online--I've lived in the Seattle Quilt Building for ten years, with minor elevator problems, but over the past several months (since we've had new management), the single elevator that all residents and tenants and delivery people must use has been out of order, forcing everyone to use the stairs sometimes for long periods of time (earlier this year, the elevator was out for 6 weeks) - now the elevator goes out about once a week with no thoroug",2019 Aug 13 12:00:00 AM,,,Completed,318 1ST AVE S,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007568-19CP,47.59946565,-122.33381702,"(47.59946565, -122.33381702)",8,2019,3,,,,True,True,,1.0,True,False,False,False,2019-08-13,318 1ST AVE S,True,3,2024-04-29,2025-12-27,318 1st Ave S,0,,,,,,,,False,0,,,,,,,,False,True
007592-19CP,Complaint,Request,LandLord/Tenant,"Mold issues, mushrooms growing out of the carpet.  Stove burners not working. The elevator has been out for weeks.  Window that were promised to be replaced, seems to be on permanent hold or retaliation. The landlord gives us short notification when they need to enter, then don't show up.  We have to take off of work for the scheduled visit, and puts us in a bind when they don't show.",2019 Aug 13 12:00:00 AM,,,Completed,11255 GREENWOOD AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007592-19CP,47.71219755,-122.35592966,"(47.71219755, -122.35592966)",8,2019,3,,,,True,True,,5.0,True,False,False,False,2019-08-13,11255 GREENWOOD AVE N,True,1,2024-08-18,2024-08-18,11255 Greenwood Ave N,1,1990-01-02,1990-01-02,EQP-CY-02606,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3673",Active,SHORELINE VIEW APARTMENTS - CONV,True,0,,,,,,,,False,True
010444-19CP,Complaint,Request,LandLord/Tenant,"POTA--per phone call--the landlord has been harassing complainant via email.  When complainant  moved from residence they were not allowed to take belongings down in the freight elevator, but instead was made to use the passenger elevator that kept closing on the movers. The complainant believes that the management is not aware that they've cc'd him on the emails because the content is unprofessional and derogatory.  When he moved out, he was charged a new few schedule tha",2019 Nov 01 12:00:00 AM,,,Completed,800 SENECA ST,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010444-19CP,47.60967965,-122.32978562,"(47.60967965, -122.32978562)",11,2019,4,,,,True,True,,7.0,True,False,False,False,2019-11-01,800 SENECA ST,True,21,2020-01-19,2026-01-19,800 Seneca St,3,2015-04-08,2015-04-09,EQP-CY-08148 | EQP-CY-08147 | EQP-CY-08144,Conveyance Equipment Certification,"C - Cabled Elevator, City # 11363 | B - Cabled Elevator, City # 11362 | A - Cabled Elevator, City # 11361",Active,,True,0,,,,,,,,False,True
010467-19CP,Complaint,Request,LandLord/Tenant,"Per Online; The day after a neighbor had posted information regarding our rights in regards to the pending SmartRent updates and changes to our locks on the community board in the elevator, management took it down which is a clear violation. Jamie Vest-Apolista is the shadiest community manager I've ever had the displeasure of renting from and it does not shock me one bit that she is suppressing tenants from sharing public information and retaliating by taking down fliers made",2019 Nov 01 12:00:00 AM,,,Completed,523 BROADWAY E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010467-19CP,47.62377548,-122.32121696,"(47.62377548, -122.32121696)",11,2019,4,,,,True,True,,3.0,True,False,False,False,2019-11-01,523 BROADWAY E,True,22,2020-10-28,2026-01-13,523 Broadway E,6,2010-05-18,2010-05-18,EQP-CY-07351 | EQP-CY-07350 | EQP-CY-07349 | EQP-CY-07348 | EQP-CY-07347 | EQP-CY-07346,Conveyance Equipment Certification,"4-P - Cabled Elevator, City # 9817 | 3-P - Cabled Elevator, City # 9816 | 2-P - Cabled Elevator, City # 9815 | 1-P - Cabled Elevator, City # 9814 | 6-P - Hydraulic Elevator, City # 9755 | 5-P - Hydraulic Elevator, City # 9754",Active,,True,0,,,,,,,,False,True
000285-20CP,Complaint,Request,LandLord/Tenant,"Received a 3-day eviction notice 01/07/2020. All of the tenants received one.  I am disabled, and the elevator has been out for 2 weeks, as well as most of the washer's & dryers.",2020 Jan 08 12:00:00 AM,,,Closed,1922 9TH AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000285-20CP,47.61631911,-122.3351953,"(47.61631911, -122.3351953)",1,2020,1,,,,True,True,,7.0,True,False,False,False,2020-01-08,1922 9TH AVE,True,7,2022-09-07,2025-07-11,1922 9th Ave,0,,,,,,,,False,1,2001-12-05,2001-12-05,EQP-CY-05909,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 7701",Operating Without Certificate,,True,True
001295-20CP,Complaint,Request,LandLord/Tenant,"Per Online; On 1/10/2020 I had garden items located outside my apartment building stolen. I file a report through SPD: 2020-900530. On 1/12/2020, I decided to post a flyer in every bulletin board in the building (lobby, elevator, and each floor). In the flyer I asked my neighbors for help and if they had any information they can contact me via email or the non-emergency SPD line. The following events occurred after posting my original flyers:-1/13/20 at 1900 flyer gone",2020 Feb 12 12:00:00 AM,,,Closed,1214 BOYLSTON AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001295-20CP,47.61266818,-122.32321617,"(47.61266818, -122.32321617)",2,2020,1,,,,True,True,,3.0,True,False,False,False,2020-02-12,1214 BOYLSTON AVE,True,0,,,,1,1998-05-29,1998-05-29,EQP-CY-05108,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 6796",Active,,True,0,,,,,,,,False,False
