RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,No_Heat,No_Hot_Water,Gas_Shutoff,HAB,EVIC,DISP,RENT,PERMIT,LEGAL,Plumbing,Mold,Pests,Appliances,Electrical,Fire_Safety,Structural,Trash_Site,Tenant_Rights,Security_Retaliation
001042-03CP,Complaint,Request,Construction,Dumping dirt and concrete on steep slope.,2003 Nov 12 12:00:00 AM,,,Completed,1020 NE 100TH ST,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001042-03CP,47.70146501,-122.31656196,"(47.70146501, -122.31656196)",11,2003,4,,,,True,True,,5,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
001064-03CP,Complaint,Request,Construction,Grading without a permit.,2003 Nov 13 12:00:00 AM,2003 Nov 05 12:00:00 AM,Completed,Completed,14334 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001064-03CP,47.73341093,-122.35015385,"(47.73341093, -122.35015385)",11,2003,4,11,2003,4,False,False,-8,5,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001067-03CP,Complaint,Request,Construction,Grading without a permit.,2003 Nov 13 12:00:00 AM,2003 Nov 05 12:00:00 AM,Completed,Completed,14338 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001067-03CP,47.7335535,-122.35017377,"(47.7335535, -122.35017377)",11,2003,4,11,2003,4,False,False,-8,5,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001102-03CP,Complaint,Request,Construction,restaurant roof leaks; restaurant leases bldg; bldg owners refuse to replace roof; restaurant asked structural engineer to look at roof and he said that it is dangerous and needs repair; they will close restaurant if we say it is a hazard,2003 Nov 17 12:00:00 AM,2003 Nov 20 12:00:00 AM,Completed,Completed,9019 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001102-03CP,47.69480512,-122.34483421,"(47.69480512, -122.34483421)",11,2003,4,11,2003,4,False,False,3,5,True,False,False,False,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false
001106-03CP,Complaint,Request,Construction,Silt flowing down street from construction site.,2003 Nov 18 12:00:00 AM,2003 Nov 18 12:00:00 AM,Completed,Completed,4511 NE 110TH ST,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001106-03CP,47.7088058,-122.2794705,"(47.7088058, -122.2794705)",11,2003,4,11,2003,4,False,False,0,5,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001179-03CP,Complaint,Request,Construction,Dumping truck loads of dirt onto a vacant lot.  So far neighbors have counted 20 truck loads of fill.  Might be storing fill for construction taking place down the street.,2003 Nov 26 12:00:00 AM,2003 Dec 02 12:00:00 AM,Completed,Completed,719 NW 95TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001179-03CP,47.69767265,-122.36557173,"(47.69767265, -122.36557173)",11,2003,4,12,2003,4,False,False,6,5,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001199-03CP,Complaint,Request,Construction,Extending roof of existing (flat roof) building about 10 ft on south side w/o permit.,2003 Dec 02 12:00:00 AM,2003 Dec 04 12:00:00 AM,Completed,Completed,10400 LAKE CITY WAY NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001199-03CP,47.70428552,-122.3011577,"(47.70428552, -122.3011577)",12,2003,4,12,2003,4,False,False,2,5,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001226-03CP,Complaint,Request,Construction,New deck or deck in the process of being built in ECA 3 (Riparian Corridor) closer than 50 feet from the creek and it is more like 5 feet from the creek.,2003 Dec 04 12:00:00 AM,,,Completed,12955 20TH AVE NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001226-03CP,47.72268963,-122.30760822,"(47.72268963, -122.30760822)",12,2003,4,,,,True,True,,5,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
001227-03CP,Complaint,Request,Construction,Working along stream bank on 12/4/03.,2003 Dec 04 12:00:00 AM,2003 Dec 05 12:00:00 AM,Completed,Completed,12745 20TH AVE NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001227-03CP,47.72254506,-122.30757992,"(47.72254506, -122.30757992)",12,2003,4,12,2003,4,False,False,1,5,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001320-03CP,Complaint,Request,Construction,"Two garages on property: most southerly garage built without permit. Discovered issue while investigating a ""home occupation"" zoning issue.",2003 Dec 15 12:00:00 AM,2003 Dec 17 12:00:00 AM,Completed,Completed,14333 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001320-03CP,47.73336045,-122.35082682,"(47.73336045, -122.35082682)",12,2003,4,12,2003,4,False,False,2,5,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false
001425-03CP,Complaint,Request,Construction,"Work without permit--doing more than $4,000 worth of work without an issued permit.",2003 Dec 29 12:00:00 AM,2003 Dec 30 12:00:00 AM,Completed,Completed,14046 MIDVALE AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001425-03CP,47.73187963,-122.34376795,"(47.73187963, -122.34376795)",12,2003,4,12,2003,4,False,False,1,5,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001454-03CP,Complaint,Request,Construction,Building garage too close to property line or not per approved plan #739171.,2003 Dec 30 12:00:00 AM,2003 Dec 31 12:00:00 AM,Completed,Completed,302 NW 86TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001454-03CP,47.69150697,-122.36092359,"(47.69150697, -122.36092359)",12,2003,4,12,2003,4,False,False,1,5,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
1001143-VI,Notice of Violation,Case,Construction,"Two garages on property: most southerly garage built without permit. Discovered issue while investigating a ""home occupation"" zoning issue.",2003 Dec 17 12:00:00 AM,2003 Dec 24 12:00:00 AM,Compliance Achieved,Completed,14333 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001143-VI,47.73336045,-122.35082682,"(47.73336045, -122.35082682)",12,2003,4,12,2003,4,False,False,7,5,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false
001016-04CP,Complaint,Request,Construction,"From 12/29/03 online complaint, ""As I type this letter, Northern Arboriculture Inc. has a 65' high manlift, large trucks and a big chipper running on Culbertson Dr. They have already taken half of a 24"" diameter fir tree into the chipper and they don't look like they are done. The treed slope is very steep, of course it's an ESA, everything in that area is.Don't get distracted by the other chipper and equipment at 801 Northwood Road NW. ripping up the hillside with a track hoe. At least they pu",2004 Jan 05 12:00:00 AM,2004 Jan 21 12:00:00 AM,Completed,Completed,900 NW CULBERTSON DR,98177,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001016-04CP,47.73259147,-122.36831008,"(47.73259147, -122.36831008)",1,2004,1,1,2004,1,False,False,16,5,True,False,False,False,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001049-04CP,Complaint,Request,Construction,"From 12/26/03 online complaint: ""There is  clearing and grading activities taking place on the steep southern slope of this property and/or the abuting property where they abut NW Northwood Road. This activity may be located on 801 NW Culbertson DR.""",2004 Jan 08 12:00:00 AM,2004 Jan 12 12:00:00 AM,Completed,Completed,819 NW CULBERTSON DR,98177,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001049-04CP,47.7315252,-122.36727125,"(47.7315252, -122.36727125)",1,2004,1,1,2004,1,False,False,4,5,True,False,False,False,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false
001051-04CP,Complaint,Request,Construction,"From 12/26/03 online complaint: ""There is clearing and grading activities taking place without any environmental safeguards on a steep south slope where this property and/or the adjacent property abut Northwood Road NW. (See complaint filed this date on 819 NW Culbertson Dr.)""",2004 Jan 08 12:00:00 AM,2004 Jan 12 12:00:00 AM,Completed,Completed,801 NW CULBERTSON DR,98177,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001051-04CP,47.73147766,-122.36664143,"(47.73147766, -122.36664143)",1,2004,1,1,2004,1,False,False,4,5,True,False,False,False,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
001103-04CP,Complaint,Request,Construction,Cutting trees near creek.,2004 Jan 14 12:00:00 AM,2004 Jan 21 12:00:00 AM,Completed,Completed,2005 NE 130TH ST,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001103-04CP,47.72226544,-122.30679786,"(47.72226544, -122.30679786)",1,2004,1,1,2004,1,False,False,7,5,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001116-04CP,Complaint,Request,Construction,Requesting an inspection.  Height may be exceeding 35 ft on new SFR.,2004 Jan 14 12:00:00 AM,2004 Feb 12 12:00:00 AM,Completed,Completed,1929 NW 96TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001116-04CP,47.69878004,-122.38198831,"(47.69878004, -122.38198831)",1,2004,1,2,2004,1,False,False,29,5,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001124-04CP,Complaint,Request,Construction,"Neighbor next door is building a 15' X 15' shed, claims it is a temporary structure but complainant doubts it.  Said it is also to close to her property line.",2004 Jan 15 12:00:00 AM,2004 Feb 02 12:00:00 AM,Completed,Completed,10308 12TH AVE NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001124-04CP,47.70343579,-122.31477436,"(47.70343579, -122.31477436)",1,2004,1,2,2004,1,False,False,18,5,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001125-04CP,Complaint,Request,Construction,"Cut down 5 of 8 fir trees in back yard yesterday. Cutting down remaining trees today. Told complainant that property is not in an ECA so permits may not be necessary. Complainant claims to represent ""The 22nd Avenue Neighborhood Association."" He also mentioned the construction of a 6-car garage (I failed to ask whether the garage construction is existing or future). He told me an inspector needs to get out there today.",2004 Jan 15 12:00:00 AM,,,Completed,12032 20TH AVE NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001125-04CP,47.71676814,-122.30692553,"(47.71676814, -122.30692553)",1,2004,1,,,,True,True,,5,True,False,False,False,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false
