RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,No_Heat,No_Hot_Water,Gas_Shutoff,HAB,EVIC,DISP,RENT,PERMIT,LEGAL,Plumbing,Mold,Pests,Appliances,Electrical,Fire_Safety,Structural,Trash_Site,Tenant_Rights,Security_Retaliation
001056-03CP,Complaint,Request,Construction,,2003 Nov 12 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001056-03CP,,,,11,2003,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001223-04CP,Complaint,Request,Construction,GRADING ON 8 LOTS OWNED BY ARTURO PACIS ACROSS FROM 4812 M L KING JR WAY S--ECA STEEP SLOPE AND MAYBE WETLAND,2004 Jan 26 12:00:00 AM,2004 Jan 26 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001223-04CP,,,,1,2004,1,1,2004,1,False,False,0,,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
001344-04CP,Complaint,Request,Construction,LARGE BANNER ADVERTISING RENTALS HAS BEEN HANGING ON 2ND FLOOR WALL FOR LONG TIME--FACES SAND POINT WAY,2004 Feb 04 12:00:00 AM,2004 Feb 09 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001344-04CP,,,,2,2004,1,2,2004,1,False,False,5,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
001589-04CP,Complaint,Request,Construction,CUTTING TREES IN RIPAREAN CORRIDOR--LONGFELLOW CREEK,2004 Feb 25 12:00:00 AM,2004 Mar 08 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001589-04CP,,,,2,2004,1,3,2004,1,False,False,12,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001707-04CP,Complaint,Request,Construction,John L Scott Real Est sign posted on a stake at intersection.,2004 Mar 05 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001707-04CP,,,,3,2004,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001708-04CP,Complaint,Request,Construction,John L Scott posted on stake at intersection.,2004 Mar 05 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001708-04CP,,,,3,2004,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001741-04CP,Complaint,Request,Construction,John L Scott Real Est sign posted on stake at intersection.,2004 Mar 09 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001741-04CP,,,,3,2004,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001743-04CP,Complaint,Request,Construction,John L Scott Real Est sign posted on corner lot.,2004 Mar 09 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001743-04CP,,,,3,2004,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001744-04CP,Complaint,Request,Construction,John L Scott Real Est sign posted at intersection.,2004 Mar 09 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001744-04CP,,,,3,2004,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001745-04CP,Complaint,Request,Construction,John L Scott Real Est sign posted at intersection.,2004 Mar 09 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001745-04CP,,,,3,2004,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001746-04CP,Complaint,Request,Construction,Home Realty sign posted at corner.,2004 Mar 09 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001746-04CP,,,,3,2004,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002070-04CP,Complaint,Request,Construction,Building SFR - sewer pipe draining onto adj. properties. This is an ECA (new potential slide).,2004 Apr 02 12:00:00 AM,2004 Apr 08 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002070-04CP,,,,4,2004,2,4,2004,2,False,False,6,,True,False,False,False,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false
002551-04CP,Complaint,Request,Construction,,2004 May 14 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002551-04CP,,,,5,2004,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002978-04CP,Complaint,Request,Construction,Tree cutting w/o permit on east side of 5600 block of Beach Dr. SW.,2004 Jun 21 12:00:00 AM,2004 Jun 23 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002978-04CP,,,,6,2004,2,6,2004,2,False,False,2,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
003098-04CP,Complaint,Request,Construction,GUTTING HOUSEBOAT #6 W/O BUILDING PERMIT,2004 Jun 28 12:00:00 AM,2004 Jun 29 12:00:00 AM,Completed,Completed,2770 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003098-04CP,47.64560822,-122.34676074,"(47.64560822, -122.34676074)",6,2004,2,6,2004,2,False,False,1,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
003348-04CP,Complaint,Request,Construction,Replacing a houseboat roof with a deck with handrails without a permit. Especially concerned about height restrictions.,2004 Jul 19 12:00:00 AM,2004 Aug 18 12:00:00 AM,Completed,Completed,2031 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003348-04CP,47.63776911,-122.33007373,"(47.63776911, -122.33007373)",7,2004,3,8,2004,3,False,False,30,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
003642-04CP,Complaint,Request,Construction,FILLING SWIMMING POOL IN ECA W/O PERMIT,2004 Aug 10 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003642-04CP,,,,8,2004,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
003846-04CP,Complaint,Request,Construction,,2004 Aug 26 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003846-04CP,,,,8,2004,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
003878-04CP,Complaint,Request,Construction,,2004 Aug 30 12:00:00 AM,2004 Aug 26 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003878-04CP,,,,8,2004,3,8,2004,3,False,False,-4,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004100-04CP,Complaint,Request,Construction,,2004 Sep 17 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004100-04CP,,,,9,2004,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004107-04CP,Complaint,Request,Construction,,2004 Sep 17 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004107-04CP,,,,9,2004,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004231-04CP,Complaint,Request,Construction,EXCAVATION OF SITE W/O PERMIT,2004 Sep 29 12:00:00 AM,2004 Oct 14 12:00:00 AM,Completed,Completed,2442 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004231-04CP,47.64076069,-122.34160046,"(47.64076069, -122.34160046)",9,2004,3,10,2004,4,False,False,15,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
004568-04CP,Complaint,Request,Construction,,2004 Oct 29 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004568-04CP,,,,10,2004,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1002730-VI,Notice of Violation,Case,Construction,GUTTING HOUSEBOAT #6 W/O BUILDING PERMIT,2004 Jul 06 12:00:00 AM,2005 Jan 13 12:00:00 AM,Compliance Achieved,Completed,2770 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1002730-VI,47.64560822,-122.34676074,"(47.64560822, -122.34676074)",7,2004,3,1,2005,1,False,False,191,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1003199-VI,Notice of Violation,Case,Construction,Replacing a houseboat roof with a deck with handrails without a permit. Especially concerned about height restrictions.,2004 Aug 19 12:00:00 AM,2005 Aug 29 12:00:00 AM,Compliance Achieved,Completed,2031 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1003199-VI,47.63776911,-122.33007373,"(47.63776911, -122.33007373)",8,2004,3,8,2005,3,False,False,375,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001030-05CP,Complaint,Request,Construction,,2005 Jan 05 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001030-05CP,,,,1,2005,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001157-05CP,Complaint,Request,Construction,Tree cutting without a permit.,2005 Jan 20 12:00:00 AM,2005 Jan 26 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001157-05CP,,,,1,2005,1,1,2005,1,False,False,6,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001319-05CP,Complaint,Request,Construction,REPLACING STORM DRAIN W/O PERMIT,2005 Feb 03 12:00:00 AM,2005 Feb 01 12:00:00 AM,Completed,Completed,14356 RIVIERA PL NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001319-05CP,47.73321503,-122.28389529,"(47.73321503, -122.28389529)",2,2005,1,2,2005,1,False,False,-2,,True,False,False,False,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false
001630-05CP,Complaint,Request,Construction,REMODELING HOUSEBOAT #3 W/O PERMIT--SEE ATTACHED PICTURES,2005 Mar 04 12:00:00 AM,2005 Mar 08 12:00:00 AM,Completed,Completed,2822 BOYER AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001630-05CP,47.64636829,-122.3157329,"(47.64636829, -122.3157329)",3,2005,1,3,2005,1,False,False,4,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001768-05CP,Complaint,Request,Construction,BULLDOZING VEGETATION AND GRADING IN A STEEP SLOPE ECA W/O PERMIT,2005 Mar 15 12:00:00 AM,2005 Jan 18 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001768-05CP,,,,3,2005,1,1,2005,1,False,False,-56,,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
002618-05CP,Complaint,Request,Construction,,2005 May 31 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002618-05CP,,,,5,2005,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
003060-05CP,Complaint,Request,Construction,"Per 6/19/05 e-mail to Diane Sugimura (received by VAS 6/28/05): ""There appears to be heavy construction equipment:  6312 Swift  Avenue South; some of that land is in a Critical Area. Are all PERMITS in order for this address? Thank you."" ***Site work in ECA 1 (Steep Slope) started without a permit.  See attached application info for Project 2104815.***",2005 Jul 01 12:00:00 AM,2005 Jul 01 12:00:00 AM,Completed,Completed,6332 SWIFT AVE S,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003060-05CP,,,,7,2005,3,7,2005,3,False,False,0,,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
004243-05CP,Complaint,Request,Construction,,2005 Sep 26 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004243-05CP,,,,9,2005,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004920-05CP,Complaint,Request,Construction,ELECTRICAL WORK W/O PERMIT,2005 Nov 18 12:00:00 AM,2005 Nov 15 12:00:00 AM,Completed,Completed,1214 E HAMLIN ST,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004920-05CP,47.64578913,-122.315878,"(47.64578913, -122.315878)",11,2005,4,11,2005,4,False,False,-3,,True,False,False,False,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
1004423-VI,Notice of Violation,Case,Construction,REPLACING STORM DRAIN W/O PERMIT,2005 Feb 03 12:00:00 AM,2006 Mar 30 12:00:00 AM,Compliance Achieved,Completed,14356 RIVIERA PL NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004423-VI,47.73321503,-122.28389529,"(47.73321503, -122.28389529)",2,2005,1,3,2006,1,False,False,420,,False,True,False,False,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false
1004672-VI,Notice of Violation,Case,Construction,REMODELING HOUSEBOAT #3 W/O PERMIT--SEE ATTACHED PICTURES,2005 Mar 09 12:00:00 AM,2005 Jul 19 12:00:00 AM,Compliance Achieved,Completed,2822 BOYER AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004672-VI,47.64636829,-122.3157329,"(47.64636829, -122.3157329)",3,2005,1,7,2005,3,False,False,132,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1006911-VI,Notice of Violation,Case,Construction,ELECTRICAL WORK W/O PERMIT,2005 Nov 18 12:00:00 AM,2006 Apr 27 12:00:00 AM,Compliance Achieved,Completed,1214 E HAMLIN ST,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1006911-VI,47.64578913,-122.315878,"(47.64578913, -122.315878)",11,2005,4,4,2006,2,False,False,160,,False,True,False,False,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
001015-06CP,Complaint,Request,Construction,,2006 Jan 03 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001015-06CP,,,,1,2006,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001221-06CP,Complaint,Request,Construction,OVERLOADED ELECTRICAL PANEL.Christine Morris (tenant) called Fire Dept. to complain about the overloaded panel. She has the key to the electrical panel and will unlock the panel and allow the inspector to inspect it. She can be reached at 206-369-3551.,2006 Jan 23 12:00:00 AM,2006 Jan 27 12:00:00 AM,Completed,Completed,2470 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001221-06CP,47.64156034,-122.34204954,"(47.64156034, -122.34204954)",1,2006,1,1,2006,1,False,False,4,,True,False,False,False,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false
002214-06CP,Complaint,Request,Construction,BUILDING RETAINING WALL AND REWIRING BOATHOUSE W/O PERMITS,2006 Apr 14 12:00:00 AM,2006 Apr 12 12:00:00 AM,Completed,Completed,2925 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002214-06CP,47.64868312,-122.3256587,"(47.64868312, -122.3256587)",4,2006,2,4,2006,2,False,False,-2,,True,False,False,False,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false
003528-06CP,Complaint,Request,Construction,Tree cutting on vacant lot in Steep Slope and Potential Slide ECA--no permit.,2006 Jul 21 12:00:00 AM,2015 Dec 31 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003528-06CP,,,,7,2006,3,12,2015,4,False,False,3450,,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
004114-06CP,Complaint,Request,Construction,"DEMOLISHED HOUSEBOAT ""H"" AND NOW REBUILDING IT W/O PERMIT",2006 Aug 29 12:00:00 AM,2006 Aug 29 12:00:00 AM,Completed,Completed,2770 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004114-06CP,47.64560822,-122.34676074,"(47.64560822, -122.34676074)",8,2006,3,8,2006,3,False,False,0,,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
004117-06CP,Complaint,Request,Construction,Caller is with the Westlake Cove Association.She said that the people building floating home at #H are not building according to the blueprints they submitted to the Association. It is much larger and also built edge to edge on the east and north side. No permit sign.,2006 Aug 29 12:00:00 AM,2006 Aug 31 12:00:00 AM,Completed,Completed,2766 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004117-06CP,47.64517318,-122.34615233,"(47.64517318, -122.34615233)",8,2006,3,8,2006,3,False,False,2,,True,False,False,False,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false
004395-06CP,Complaint,Request,Construction,Caller says they have built a rooftop deck that is over the 21' height restriction.,2006 Sep 15 12:00:00 AM,2006 Oct 10 12:00:00 AM,Completed,Completed,2369 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004395-06CP,47.64173628,-122.33006646,"(47.64173628, -122.33006646)",9,2006,3,10,2006,4,False,False,25,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004422-06CP,Complaint,Request,Construction,"Caller lives in #H. A complaint was placed last week that they did not have permits and they do. She is calling to complain about #G, Bob Merrill, and wants to know if he has permits.",2006 Sep 18 12:00:00 AM,2006 Sep 29 12:00:00 AM,Completed,Completed,2766 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004422-06CP,47.64517318,-122.34615233,"(47.64517318, -122.34615233)",9,2006,3,9,2006,3,False,False,11,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false
005109-06CP,Complaint,Request,Construction,,2006 Oct 31 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005109-06CP,,,,10,2006,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005347-06CP,Complaint,Request,Construction,,2006 Nov 21 12:00:00 AM,2007 Feb 23 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005347-06CP,,,,11,2006,4,2,2007,1,False,False,94,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1008140-VI,Notice of Violation,Case,Construction,BUILDING RETAINING WALL AND REWIRING BOATHOUSE W/O PERMITS,2006 Apr 14 12:00:00 AM,,,Completed,2925 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008140-VI,47.64868312,-122.3256587,"(47.64868312, -122.3256587)",4,2006,2,,,,True,True,,,False,True,False,False,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false
1009972-VI,Notice of Violation,Case,Construction,Caller says they have built a rooftop deck that is over the 21' height restriction.,2006 Oct 11 12:00:00 AM,2007 Feb 15 12:00:00 AM,Compliance Achieved,Completed,2369 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1009972-VI,47.64173628,-122.33006646,"(47.64173628, -122.33006646)",10,2006,4,2,2007,1,False,False,127,,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001432-07CP,Complaint,Request,Construction,,2007 Feb 06 12:00:00 AM,2000 Dec 14 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001432-07CP,,,,2,2007,1,12,2000,4,False,False,-2245,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001631-07CP,Complaint,Request,Construction,"RAILINGS ON HOUSEBOAT ""B"" ROOF OBSCURE NEIGHBOR'S VIEW--NOT OPEN RAILINGS--PERMIT #6119607",2007 Feb 26 12:00:00 AM,2007 Mar 07 12:00:00 AM,Completed,Completed,2031 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001631-07CP,47.63776911,-122.33007373,"(47.63776911, -122.33007373)",2,2007,1,3,2007,1,False,False,9,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001973-07CP,Complaint,Request,Construction,"Construction occurring on SFR (on land-closest to Fairview Ave E) including addition out towards the water without a permit. Complainant mentioned that owner wanted to do addition in the past, but Shoreline Code wouldn't allow the addition. Work started this last weekend (3/24-25/07) and is going fast.",2007 Mar 26 12:00:00 AM,2007 Mar 27 12:00:00 AM,Completed,Completed,3125 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001973-07CP,47.65004287,-122.32434875,"(47.65004287, -122.32434875)",3,2007,1,3,2007,1,False,False,1,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
002011-07CP,Complaint,Request,Construction,,2007 Mar 28 12:00:00 AM,2015 Dec 31 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002011-07CP,,,,3,2007,1,12,2015,4,False,False,3200,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002047-07CP,Complaint,Request,Construction,When they set the pilings they shifted the dock out of position and have also moved the homes out of position. They just had a permit to repair the dock to its original.,2007 Mar 30 12:00:00 AM,2007 Apr 02 12:00:00 AM,Completed,Completed,2321 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002047-07CP,47.64040226,-122.33006877,"(47.64040226, -122.33006877)",3,2007,1,4,2007,2,False,False,3,,True,False,False,False,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false
002273-07CP,Complaint,Request,Construction,GRADING/DRAINAGE ALTERATIONS IN ECA HAS CAUSED WATER TO ACCUMULATE ON RIGHT OF WAY--PERMITS?,2007 Apr 12 12:00:00 AM,2007 Apr 18 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002273-07CP,,,,4,2007,2,4,2007,2,False,False,6,,True,False,False,False,false,false,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false
002815-07CP,Complaint,Request,Construction,COMPLAINANT THINKS THAT NEW FLOATING HOME HAS LARGER FOOTPRINT THAN IS REPRESENTED ON THE PLAN FOR PERMIT #6081451,2007 May 23 12:00:00 AM,2007 Jun 25 12:00:00 AM,Completed,Completed,1214 E HAMLIN ST,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002815-07CP,47.64578913,-122.315878,"(47.64578913, -122.315878)",5,2007,2,6,2007,2,False,False,33,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
004981-07CP,Complaint,Request,Construction,REWIRING KITCHEN IN MCMAHON HALL W/O PERMIT,2007 Sep 28 12:00:00 AM,2015 Dec 31 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004981-07CP,,,,9,2007,3,12,2015,4,False,False,3016,,True,False,False,False,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
005052-07CP,Complaint,Request,Construction,Says vegetation on hill side has been poisened and you can see it from the street.,2007 Oct 05 12:00:00 AM,2016 Jan 04 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005052-07CP,,,,10,2007,4,1,2016,1,False,False,3013,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005269-07CP,Complaint,Request,Construction,INSTALLING DECK IN BACK YARD AFTER FINAL INSPECTION FOR PERMIT 36089562,2007 Oct 22 12:00:00 AM,2007 Oct 22 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005269-07CP,,,,10,2007,4,10,2007,4,False,False,0,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false
005955-07CP,Complaint,Request,Construction,TREES ARE BEING TOPPED ON VACANT LAND BETWEEN WICKSTOM PLACE SW AND 54TH PLACE SW--STEEP SLOPE/POTENTIAL SLIDE ECA,2007 Dec 11 12:00:00 AM,2007 Dec 12 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005955-07CP,,,,12,2007,4,12,2007,4,False,False,1,,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
1011478-VI,Notice of Violation,Case,Construction,"Construction occurring on SFR (on land-closest to Fairview Ave E) including addition out towards the water without a permit. Complainant mentioned that owner wanted to do addition in the past, but Shoreline Code wouldn't allow the addition. Work started this last weekend (3/24-25/07) and is going fast.",2007 Mar 28 12:00:00 AM,,,Completed,3125 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011478-VI,47.65004287,-122.32434875,"(47.65004287, -122.32434875)",3,2007,1,,,,True,True,,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1011481-VI,Notice of Violation,Case,Construction,"Construction occurring on SFR (on land-closest to Fairview Ave E) including addition out towards the water without a permit. Complainant mentioned that owner wanted to do addition in the past, but Shoreline Code wouldn't allow the addition. Work started this last weekend (3/24-25/07) and is going fast.",2007 Mar 28 12:00:00 AM,,,Completed,3125 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011481-VI,47.65004287,-122.32434875,"(47.65004287, -122.32434875)",3,2007,1,,,,True,True,,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
