RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,No_Heat,No_Hot_Water,Gas_Shutoff,HAB,EVIC,DISP,RENT,PERMIT,LEGAL,Plumbing,Mold,Pests,Appliances,Electrical,Fire_Safety,Structural,Trash_Site,Tenant_Rights,Security_Retaliation
001041-03CP,Complaint,Request,Construction,permit condition of permit #714425 prohibited the use of alley for access--currently alley access is being built--adding parking lot,2003 Nov 12 12:00:00 AM,2003 Nov 13 12:00:00 AM,Completed,Completed,5215 BROOKLYN AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001041-03CP,47.66713619,-122.3145366,"(47.66713619, -122.3145366)",11,2003,4,11,2003,4,False,False,1,4,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
001049-03CP,Complaint,Request,Construction,Excavating and pouring foundation/concrete without a permit.,2003 Nov 12 12:00:00 AM,2003 Nov 17 12:00:00 AM,Completed,Completed,7860 LAKE CITY WAY NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001049-03CP,47.6861981,-122.31364287,"(47.6861981, -122.31364287)",11,2003,4,11,2003,4,False,False,5,4,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false
001052-03CP,Complaint,Request,Construction,Removal of tree w/o permit in ECA. See attached online report.,2003 Nov 12 12:00:00 AM,2003 Nov 10 12:00:00 AM,Completed,Completed,2555 NE 85TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001052-03CP,47.69012753,-122.29927237,"(47.69012753, -122.29927237)",11,2003,4,11,2003,4,False,False,-2,4,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
001054-03CP,Complaint,Request,Construction,Concrete garage/bunker being built in front yard--is this in the required front yard?,2003 Nov 12 12:00:00 AM,2003 Nov 17 12:00:00 AM,Completed,Completed,7518 30TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001054-03CP,47.68367089,-122.29561284,"(47.68367089, -122.29561284)",11,2003,4,11,2003,4,False,False,5,4,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
001055-03CP,Complaint,Request,Construction,Concrete garage/bunker being built in front yard--is this in the required front yard?,2003 Nov 12 12:00:00 AM,2003 Nov 17 12:00:00 AM,Completed,Completed,7520 30TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001055-03CP,47.68374988,-122.29561293,"(47.68374988, -122.29561293)",11,2003,4,11,2003,4,False,False,5,4,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
001147-03CP,Complaint,Request,Construction,main breaker installed incorrectly under expired permit #010711-026,2003 Nov 21 12:00:00 AM,2003 Nov 20 12:00:00 AM,Completed,Completed,5343 25TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001147-03CP,47.66770711,-122.30086986,"(47.66770711, -122.30086986)",11,2003,4,11,2003,4,False,False,-1,4,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
001159-03CP,Complaint,Request,Construction,A 22ft wall has been built w/o a setback or windows alongh 15th Ave NE.  Neighbors concerned that there was no SEPA review,2003 Nov 24 12:00:00 AM,2003 Nov 26 12:00:00 AM,Completed,Completed,8014 LAKE CITY WAY NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001159-03CP,47.68679939,-122.31247239,"(47.68679939, -122.31247239)",11,2003,4,11,2003,4,False,False,2,4,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
001251-03CP,Complaint,Request,Construction,FOUNDATION FOR #739186 IS ONLY FOUR FEET FRON PROPERTY LINE,2003 Dec 08 12:00:00 AM,2003 Dec 11 12:00:00 AM,Completed,Completed,3819 NE 87TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001251-03CP,47.69144794,-122.28719338,"(47.69144794, -122.28719338)",12,2003,4,12,2003,4,False,False,3,4,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
001339-03CP,Complaint,Request,Construction,Extensive interior and exterior remodel occurring without permits. Stairs not properly attached to this duplex.,2003 Dec 17 12:00:00 AM,2003 Dec 23 12:00:00 AM,Completed,Completed,1508 N 38TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001339-03CP,47.65285252,-122.33972664,"(47.65285252, -122.33972664)",12,2003,4,12,2003,4,False,False,6,4,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1001046-VI,Notice of Violation,Case,Construction,main breaker installed incorrectly under expired permit #010711-026,2003 Nov 21 12:00:00 AM,2003 Dec 16 12:00:00 AM,Compliance Achieved,Completed,5343 25TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001046-VI,47.66770711,-122.30086986,"(47.66770711, -122.30086986)",11,2003,4,12,2003,4,False,False,25,4,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false
001020-04CP,Complaint,Request,Construction,McDonald's Restaurant demolished without a permit.,2004 Jan 05 12:00:00 AM,2004 Jan 06 12:00:00 AM,Completed,Completed,1220 N 45TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001020-04CP,47.66164576,-122.34248244,"(47.66164576, -122.34248244)",1,2004,1,1,2004,1,False,False,1,4,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
001025-04CP,Complaint,Request,Construction,5 FOOT RETAINING WALL ON PROPERTY LINE IS FAILING AND IS A HAZARD TO STRUCTURE AT 7208 8TH AV NE (COMPLAINANT),2004 Jan 05 12:00:00 AM,2004 Jan 08 12:00:00 AM,Completed,Completed,811 NE 73RD ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001025-04CP,47.68140003,-122.31933146,"(47.68140003, -122.31933146)",1,2004,1,1,2004,1,False,False,3,4,True,False,False,False,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
